lanzepisode_name,name,date,role,party,message,genre,pub_platform
Markus Lanz vom 29. August 2024,Anna Lehmann,2024-08-29T00:00:00.000000,Journalistin,,"Die ""taz""-Redakteurin diskutiert über den richtigen Umgang mit der AfD in Thüringen und Sachsen und beleuchtet die bis heute anhaltenden Nachwirkungen der DDR.",Journalismus,TAZ
Markus Lanz vom 29. August 2024,Dirk Oschmann,2024-08-29T00:00:00.000000,Publizist,,"Der Leipziger Autor des Buches ""Der Osten: eine westdeutsche Erfindung"" erklärt die Stigmatisierung Ostdeutschlands und erläutert, warum das BSW und die AfD im Osten so erfolgreich sind.",Literatur,
Markus Lanz vom 3. September 2024,Karin Prien,2024-09-03T00:00:00.000000,CDU-Vizevorsitzende,CDU,Sie äußert sich zur komplizierten Regierungsbildung in Sachsen und Thüringen und nimmt Stellung zur sogenannten Brandmauer-Strategie ihrer Partei gegen die AfD und Linkspartei.,Politik,
Markus Lanz vom 3. September 2024,Jan van Aken,2024-09-03T00:00:00.000000,Linken-Politiker,LINKE,Der Ex-UN-Biowaffeninspekteur äußert sich zum desaströsen Abschneiden seiner Partei bei den Wahlen in Ostdeutschland und zu seiner Bewerbung für den Linke-Vorsitz.,Politik,
Markus Lanz vom 3. September 2024,Kerstin Münstermann,2024-09-03T00:00:00.000000,Journalistin,,"Die Leiterin des Parlamentsbüros der ""Rheinischen Post"" bilanziert das Wahlwochenende und analysiert die Reaktionen seitens der Berliner Spitzenpolitik auf den Siegeszug der AfD im Osten.",Journalismus,Rheinische Post
Markus Lanz vom 3. September 2024,Sebastian Krumbiegel,2024-09-03T00:00:00.000000,Musiker,,Der in Leipzig lebende Sänger der Band Die Prinzen sorgt sich um die Zukunft der Demokratie und erläutert die Gründe für die Politikverdrossenheit bei vielen Sachsen,Sonstiges,
Markus Lanz vom 4. September 2024,Tino Chrupalla,2024-09-04T00:00:00.000000,AfD-Co-Vorsitzender,AfD,"Er äußert sich zu den Wahlerfolgen der ""Alternative für Deutschland"" vom vergangenen Wochenende und zum Machtanspruch seiner Partei.",Politik,
Markus Lanz vom 4. September 2024,Martin Machowecz,2024-09-04T00:00:00.000000,Journalist,,"Der ""ZEIT""-Vize analysiert den schwierigen Prozess der Regierungsbildung in Sachsen und Thüringen. Über die AfD sagt er: ""Auch sie könnte die Flüchtlingskrise nicht einfach so lösen.""",Journalismus,Zeit
Markus Lanz vom 4. September 2024,Fabio De Masi,2024-09-04T00:00:00.000000,BSW-Politiker,BSW,"Der Europaabgeordnete vom ""Bündnis Sahra Wagenknecht"" und Ex-Linken-Politiker nimmt Stellung zur Koalitions- und Regierungsfähigkeit seiner noch jungen Partei.",Politik,
Markus Lanz vom 4. September 2024,Ines Geipel,2024-09-04T00:00:00.000000,Schriftstellerin,,"Die in Dresden geborene Ex-Spitzensportlerin erzählt, warum die Perspektiven auf den Mauerfall von 1989 bei Ostdeutschen so unterschiedlich ausfallen.",Literatur,
Markus Lanz vom 5. September 2024,Vladimir Kara-Murza,2024-09-05T00:00:00.000000,Kreml-Kritiker,,Der in Moskau geborene Oppositionelle wurde im August neben anderen Gefangenen im Rahmen eines Häftlingsaustausches aus russischer Haft befreit. Er erzählt seine bewegende Geschichte.,Sonstiges,
Markus Lanz vom 5. September 2024,Gerhard Conrad,2024-09-05T00:00:00.000000,Politologe,,"30 Jahre war er als BND-Agent aktiv. Er schildert, wie er mit internationalen Geheimdiensten und Terroristen Konfliktlösungen verhandelte und wie Auslieferungsdeals eingefädelt werden.",Wissenschaft,
Markus Lanz vom 5. September 2024,Elmar Theveßen,2024-09-05T00:00:00.000000,Korrespondent,,"Der Leiter des ZDF-Studios Washington berichtet, wie Amerika auf die Wahlergebnisse in Ostdeutschland blickt. Zudem informiert er über den US-Präsidentschaftswahlkampf.",Journalismus,ZDF
Markus Lanz vom 5. September 2024,Florence Gaub,2024-09-05T00:00:00.000000,Militär-Expertin,,Die Forschungsdirektorin des NATO Defense College äußert sich zur Entwicklung des Russland-Ukraine-Krieges und zur Stationierung von US-Mittelstreckraketen in Deutschland.,Militär,
Markus Lanz vom 5. September 2024,Nikolaus Blome,2024-09-05T00:00:00.000000,Journalist,,Der Politikchef von RTL und ntv analysiert den bundespolitischen Umgang mit dem Ausgang der Wahlen in Sachsen und Thüringen. Zudem blickt er auf die deutsch-amerikanischen Beziehungen.,Journalismus,RTL
Markus Lanz vom 10. September 2024,Johannes Vogel,2024-09-10T00:00:00.000000,FDP-Vize,FDP,Er äußert sich zum Zustand seiner Partei nach den Landtagswahlen im Osten. Zudem spricht er über die Zukunft der Ampelkoalition und über die Situation der deutschen Autoindustrie.,Politik,
Markus Lanz vom 10. September 2024,Bodo Ramelow,2024-09-10T00:00:00.000000,Linken-Politiker,LINKE,"Nach der Landtagswahl gestaltet sich die Regierungsbildung in Thüringen schwierig. Der noch amtierende Ministerpräsident erläutert, wie es nun weitergehen könnte.",Politik,
Markus Lanz vom 10. September 2024,Eva Quadbeck,2024-09-10T00:00:00.000000,Journalistin,,"Die Chefredakteurin vom ""RedaktionsNetzwerk Deutschland"" analysiert die politische Lage in Thüringen. Zudem blickt sie auf die Migrationsdebatte zwischen Ampel und Opposition.",Journalismus,RND
Markus Lanz vom 10. September 2024,Felix Lee,2024-09-10T00:00:00.000000,Autor,,"Sein Vater brachte seit Ende der 70er-Jahre das VW-Chinageschäft mit ins Rollen. Der Journalist von ""Table.Media"" spricht über die Gründe für die Krise beim Wolfsburger Automobilkonzern.",Literatur,
Markus Lanz vom 11. September 2024,Elmar Theveßen,2024-09-11T00:00:00.000000,Korrespondent,,"Der Leiter des ZDF-Studios Washington bilanziert das TV-Duell zwischen Kamala Harris und Donald Trump und erläutert, wie es im US-Präsidentschaftswahlkampf nun weitergeht.",Journalismus,ZDF
Markus Lanz vom 11. September 2024,Jürgen Trittin,2024-09-11T00:00:00.000000,Grünen-Politiker,B90G,Anlässlich der Veröffentlichung seiner Autobiografie blickt er auf das deutsch-amerikanische Verhältnis und die aktuelle Flüchtlingspolitik der Bundesregierung.,Politik,
Markus Lanz vom 11. September 2024,Thorsten Frei,2024-09-11T00:00:00.000000,CDU-Politiker,CDU,Der Erste Parlamentarische Geschäftsführer der CDU/CSU-Bundestagsfraktion nimmt Stellung zum Abbruch des gestrigen Migrationsgipfels durch die Union.,Politik,
Markus Lanz vom 11. September 2024,Victoria Rietig,2024-09-11T00:00:00.000000,Migrationsexpertin,,"Die Leiterin des Migrationsprogramms der Deutschen Gesellschaft für Auswärtige Politik erklärt, inwieweit Zurückweisungen von Flüchtlingen an der deutschen Grenze rechtlich möglich sind.",Inneres,
Markus Lanz vom 11. September 2024,Wolfram Weimer,2024-09-11T00:00:00.000000,Publizist,,"Der Verleger (""The European"") ordnet das Platzen des Asylgipfels zwischen CDU/CSU und der Ampel-Regierung ein und kommentiert zudem die heutige Generaldebatte im Bundestag.",Literatur,
Markus Lanz vom 12. September 2024,Klara Geywitz,2024-09-12T00:00:00.000000,Bundesbauministerin,SPD,"Ihr Ziel, jährlich 400.000 neue Wohnungen zu schaffen, hat die Ampelkoalition deutlich verfehlt. Die SPD-Politikerin nimmt Stellung zur Baukrise und zu den Perspektiven ihrer Partei.",Politik,
Markus Lanz vom 12. September 2024,Michael Bröcker,2024-09-12T00:00:00.000000,Journalist,,"Der Chefredakteur von ""Table.Media"" äußert sich zum Zustand der SPD, dem Asylstreit zwischen Bundesregierung und CDU/CSU sowie zur Performance von Kanzler Scholz.",Journalismus,Table.Media
Markus Lanz vom 12. September 2024,Dirk Neubauer,2024-09-12T00:00:00.000000,Politiker (parteilos),Parteilos,"Der Landrat Mittelsachsens legt sein Amt auf eigenen Wunsch nieder. Als Gründe nennt er u.a. ""sehr persönlich diffamierende Kritik"" und eine ""diffuse Bedrohungslage aus der rechten Ecke"".",Politik,
Markus Lanz vom 12. September 2024,Bojan Pancevski,2024-09-12T00:00:00.000000,Journalist,,"Der ""Wall Street Journal""-Reporter berichtet von seinen Nord-Stream-Recherchen, wonach ukrainische Generäle hinter der Sprengung der Pipeline standen.",Journalismus,Wall Street Journal
Markus Lanz vom 17. September 2024,Lars Klingbeil,2024-09-17T00:00:00.000000,SPD-Vorsitzender,SPD,"Nach dem Platzen des Migrationsgipfels nimmt er Stellung zur Asylpolitik, dem Zustand seiner Partei, der Führung von Olaf Scholz und dem Verhältnis des Kanzlers zu Friedrich Merz.",Politik,
Markus Lanz vom 17. September 2024,Daniel Friedrich Sturm,2024-09-17T00:00:00.000000,Journalist,,"Der Leiter des Hauptstadtbüros vom ""Tagesspiegel"" analysiert die heutige Bekanntgabe, dass CDU-Chef Merz Kanzlerkandidat der Union wird und was das für die SPD bedeutet.",Journalismus,Tagesspiegel
Markus Lanz vom 17. September 2024,Jana Puglierin,2024-09-17T00:00:00.000000,Politologin,,"Die Expertin der Denkfabrik ""European Council on Foreign Relations"" berichtet von ihrem jüngsten Ukrainebesuch. Und sie spricht über die Chancen möglicher Friedensinitiativen.",Wissenschaft,
Markus Lanz vom 17. September 2024,Ulf Röller,2024-09-17T00:00:00.000000,ZDF-Korrespondent,,"Der Leiter des ZDF-Studios Brüssel erläutert, was Deutschlands Pläne zur Migration und die Kontrollen an allen deutschen Landesgrenzen in der EU an Reaktionen auslösen.",Journalismus,ZDF
Markus Lanz vom 18. September 2024,Josia Topf,2024-09-18T00:00:00.000000,Para-Schwimmer,,"Bei den Sommer-Paralympics in Frankreich gewann er jüngst Bronze, Silber und Gold. Der Rekordschwimmer erzählt von seinem Weg zum Leistungssport und der Liebe zum Wettkampf.",Sonstiges,
Markus Lanz vom 18. September 2024,Edina Müller,2024-09-18T00:00:00.000000,Para-Kanutin,,Die 41-Jährige war Fahnenträgerin bei der Eröffnungsfeier und erkämpfte sich eine Bronzemedaille. Sie erinnert sich an die emotionalsten und spannendsten Momente.,Sonstiges,
Markus Lanz vom 18. September 2024,Markus Rehm,2024-09-18T00:00:00.000000,Para-Leichtathlet,,In Paris holte er seine vierte paralympische Goldmedaille im Weitsprung. Er spricht über die Bedeutung des Behindertensports und sein Engagement für mehr Aufklärung und Akzeptanz.,Sonstiges,
Markus Lanz vom 19. September 2024,Martin Huber,2024-09-19T00:00:00.000000,CSU-Generalsekretär,CSU,Er nimmt Stellung zum Verzicht auf die Kanzlerkandidatur seines Parteivorsitzenden Söder und zur aktuellen Absage der Union an eine schwarz-grüne Koalition im Bund 2025.,Politik,
Markus Lanz vom 19. September 2024,Anton Hofreiter,2024-09-19T00:00:00.000000,Grünen-Politiker,B90G,"""Ich habe viele gute Kontakte zur Union"", berichtet er und legt dar, ob er inhaltliche Differenzen mit der CDU/CSU unter anderem in der Asyl- und Energiepolitik für überbrückbar hält.",Politik,
Markus Lanz vom 19. September 2024,Melanie Amann,2024-09-19T00:00:00.000000,Journalistin,,"Die stellvertretende ""Spiegel""-Chefredakteurin äußert sich zu Hintergründen, wie sich Friedrich Merz die Kanzlerkandidatur sicherte und zum Verhältnis der beiden Parteichefs der Union.",Journalismus,Spiegel
Markus Lanz vom 24. September 2024,Mario Voigt,2024-09-24T00:00:00.000000,CDU-Politiker,CDU,Der Thüringer CDU-Chef hat das BSW und die SPD zu Sondierungsgesprächen eingeladen. Er nimmt Stellung zu seinen Bemühungen einer Regierungsbildung in Erfurt.,Politik,
Markus Lanz vom 24. September 2024,Sabine Rennefanz,2024-09-24T00:00:00.000000,Journalistin,,"Die ""SPIEGEL""-Redakteurin analysiert die ersten Schritte auf dem Weg zur sogenannten Brombeer-Koalition in Thüringen. Zudem äußert sie sich zum Ausgang der Landtagswahl in Brandenburg.",Journalismus,Spiegel
Markus Lanz vom 24. September 2024,Daniel Gerlach,2024-09-24T00:00:00.000000,Nahost-Experte,,"Der ""zenith""-Chefredakteur hat den Libanon mehrfach bereist. Er ordnet die Eskalation an der israelisch-libanesischen Grenze ein und äußert sich zur politischen Dynamik im Nahen Osten.",International,
Markus Lanz vom 24. September 2024,Christoph Ehrhardt,2024-09-24T00:00:00.000000,Journalist,,"Zugeschaltet aus Beirut, informiert der ""FAZ""-Korrespondent über die politische Lage und gesellschaftliche Verunsicherung eine Woche nach den Pager-Attacken auf Mitglieder der Hisbollah.",Journalismus,FAZ
Markus Lanz vom 25. September 2024,Sahra Wagenknecht,2024-09-25T00:00:00.000000,BSW-Vorsitzende,BSW,Nach den jüngsten Erfolgen bei den Wahlen in Ostdeutschland äußert sie sich zum Regierungswillen und zur Koalitionsfähigkeit ihrer Partei auf Länderebene und im Bund.,Politik,
Markus Lanz vom 25. September 2024,Sabine Adler,2024-09-25T00:00:00.000000,Journalistin,,"Die ""Deutschlandfunk""-Redakteurin und Osteuropa-Berichterstatterin spricht über das BSW als mögliche Regierungspartei und hinterfragt die russlandpolitische Haltung Wagenknechts.",Journalismus,Deutschlandfunk
Markus Lanz vom 25. September 2024,Michael Kellner,2024-09-25T00:00:00.000000,Grünen-Politiker,B90G,Der Parlamentarische Staatssekretär im Bundeswirtschaftsministerium nimmt Stellung zur heutigen Rücktrittsankündigung seiner beiden Parteivorsitzenden Lang und Nouripour.,Politik,
Markus Lanz vom 25. September 2024,Stefan Bratzel,2024-09-25T00:00:00.000000,Autoexperte,,"Der Professor des Forschungsinstituts ""Center of Automotive Management"" spricht über Wege aus der Volkswagen-Krise und über Zukunftsrisiken für die deutsche Automobilindustrie.",Sonstiges,
Markus Lanz vom 26. September 2024,Roderich Kiesewetter,2024-09-26T00:00:00.000000,CDU-Politiker,CDU,"Er nimmt Stellung zum schlechten Abschneiden seiner Partei in Brandenburg, zu Schwarz-Grün als denkbare Machtoption im Bund und zur Entwicklung des Russland-Ukraine-Krieges.",Politik,
Markus Lanz vom 26. September 2024,Corinna Milborn,2024-09-26T00:00:00.000000,Politologin,,Die Wiener Journalistin und Fernsehmoderatorin spricht über die Stimmung in der österreichischen Bevölkerung und die Ausgangslage vor der Nationalratswahl am kommenden Wochenende.,Wissenschaft,
Markus Lanz vom 26. September 2024,Gerald Knaus,2024-09-26T00:00:00.000000,Migrationsexperte,,"Er äußert sich zum Status quo der Migration in Deutschland und Österreich, der Debatte um eine Verschärfung der Asylverfahren und zur Idee von Zurückweisungen an der deutschen Grenze.",Inneres,
Markus Lanz vom 26. September 2024,Veit Medick,2024-09-26T00:00:00.000000,Journalist,,"Der ""stern""-Politikchef blickt auf die bundespolitischen Folgen der jüngsten drei Landtagswahlen in Ostdeutschland. Zudem spricht er über Friedrich Merz als Unions-Kanzlerkandidat.",Journalismus,Stern
Markus Lanz vom 1. Oktober 2024,Jens Spahn,2024-10-01T00:00:00.000000,CDU-Politiker,CDU,"Der Unions-Fraktionsvize äußert sich zur Entwicklung in Nahost, den deutsch-israelischen Beziehungen und den Perspektiven seiner Partei nach den ostdeutschen Landtagswahlen.",Politik,
Markus Lanz vom 1. Oktober 2024,Ulrike Herrmann,2024-10-01T00:00:00.000000,Journalistin,,"Nach dem Chaos im Thüringer Landtag analysiert die ""taz""-Redakteurin die Debatte um ein AfD-Verbot. Zudem blickt sie auf die erste Sondierungsrunde von CDU, BSW und SPD in Erfurt.",Journalismus,TAZ
Markus Lanz vom 1. Oktober 2024,Christoph Ehrhardt,2024-10-01T00:00:00.000000,Nahostexperte,,"Zugeschaltet aus Beirut, informiert der ""FAZ""-Korrespondent über die Lage im Südlibanon, wo Israels Armee eine Bodenoperation gegen die Terrororganisation Hisbollah gestartet hat.",International,
Markus Lanz vom 1. Oktober 2024,Guido Steinberg,2024-10-01T00:00:00.000000,Islamwissenschaftler,,Der Experte von der Stiftung Wissenschaft und Politik spricht über die Zukunft der geschwächten Hisbollah und die Gefahr eines Flächenbrandes im Nahen Osten.,Wissenschaft,
Markus Lanz vom 1. Oktober 2024,Dominik Lessmeister,2024-10-01T00:00:00.000000,ZDF-Korrespondent,,"Direkt aus Tel Aviv berichtet er über die aktuelle Situation in der israelischen Hauptstadt, nachdem der Iran Israel mit rund 180 Raketen angegriffen hat.",Journalismus,ZDF
Markus Lanz vom 1. Oktober 2024,Elmar Theveßen,2024-10-01T00:00:00.000000,ZDF-Korrespondent,,"Der Leiter des ZDF-Büros Washington erläutert, wie die amerikanische Regierung auf die Zuspitzung in Nahost schaut und was diese Entwicklung für den US-Präsidentschaftswahlkampf bedeutet.  ",Journalismus,ZDF
Markus Lanz vom 2. Oktober 2024,Bente Scheller,2024-10-02T00:00:00.000000,Politologin,,Die Leiterin des Referats Nahost und Nordafrika der Heinrich-Böll-Stiftung ordnet die aktuelle Entwicklung im Nahen Osten ein.,Wissenschaft,
Markus Lanz vom 2. Oktober 2024,Carlo Masala,2024-10-02T00:00:00.000000,Militärexperte,,Der Professor der Universität der Bundeswehr München äußert sich zur Gefechtsstärke der Streitkräfte Israels und des Iran. Und er analysiert die Eskalationsrisiken.,Militär,
Markus Lanz vom 2. Oktober 2024,Phoebe Gaa,2024-10-02T00:00:00.000000,ZDF-Korrespondentin,,"Direkt aus Teheran schildert sie, welche Botschaft das Mullah-Regime mit dem Angriff auf Israel vor allem an die eigene Bevölkerung sendet und wie die Iraner auf den Konflikt blicken.",Journalismus,ZDF
Markus Lanz vom 2. Oktober 2024,Katrin Eigendorf,2024-10-02T00:00:00.000000,ZDF-Korrespondentin,,Heute Morgen ist sie aus dem Grenzgebiet zwischen Israel und dem Libanon nach Tel Aviv zurückgekehrt. Sie berichtet von ihren Eindrücken.,Journalismus,ZDF
Markus Lanz vom 2. Oktober 2024,Christoph Ehrhardt,2024-10-02T00:00:00.000000,Nahostexperte,,"Zugeschaltet aus Beirut, informiert der ""FAZ""-Korrespondent über die angespannte humanitäre Lage im Libanon.",International,
Markus Lanz vom 3. Oktober 2024,Kevin Kühnert,2024-10-03T00:00:00.000000,SPD-Generalsekretär,SPD,"Er nimmt Stellung zur parteiinternen Kritik an der Migrationspolitik von Kanzler Scholz, den Sondierungen in Thüringen zwischen CDU, BSW und SPD und den Ampel-Querelen um das Rentenpaket.",Politik,
Markus Lanz vom 3. Oktober 2024,Robin Alexander,2024-10-03T00:00:00.000000,Journalist,,"Mit Blick auf die jüngsten Wahlen in Ostdeutschland spricht der ""Welt""-Vize über die bundespolitischen Perspektiven der SPD und über mögliche Personaldebatten bei den Sozialdemokraten.",Journalismus,Welt
Markus Lanz vom 3. Oktober 2024,Rüdiger Maas,2024-10-03T00:00:00.000000,Generationenforscher,,"Früher wählten junge Menschen eher links, heutzutage eher rechts. Der Autor und Psychologe erklärt, warum sich das Wahlverhalten junger Menschen verändert hat.",Wissenschaft,
Markus Lanz vom 3. Oktober 2024,Corinna Milborn,2024-10-03T00:00:00.000000,Politologin,,Die Wiener Journalistin und Fernsehmoderatorin analysiert die schwierige Regierungsbildung nach dem FPÖ-Sieg bei der österreichischen Nationalratswahl am vergangenen Wochenende.,Wissenschaft,
